track_name,artist,album,duration_ms,genres,year
Stay,Maurice Williams & The Zodiacs,Stay (Just A Little Bit Longer),97507,"['pop', 'uk pop']",1920
(Let Me Be Your) Teddy Bear,Elvis Presley,Elvis' Golden Records,107187,"['pop', 'post-teen pop']",1920
Finger Poppin' Time,Hank Ballard & The Midnighters,All 20 Of Their Chart Hits 1953-1962,111827,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1920
Hard Headed Woman,Elvis Presley,King Creole,113480,"['canadian pop', 'pop', 'post-teen pop']",1920
Happy Go Lucky Me,Paul Evans,Hear Paul Evans in Your Home Tonight,114139,"['detroit hip hop', 'hip hop', 'rap']",1920
Pretty Blue Eyes,Steve Lawrence,Greatest Hits: Steve Lawrence,114473,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']",1920
Come On-A My House,Rosemary Clooney,The Essential Rosemary Clooney,116933,"['electropop', 'pop']",1920
All Shook Up,Elvis Presley,Elvis' Golden Records,117080,"['pop', 'post-teen pop']",1920
When Will I Be Loved,The Everly Brothers,Greatest and Original Hits,118773,"['modern rock', 'rock']",1920
Sixteen Reasons,Connie Stevens,Sixteen Reasons,119066,"['classic rock', 'glam rock', 'rock']",1920
Walking To New Orleans - Remastered,Fats Domino,Greatest Hits: Walking To New Orleans,121213,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",1920
Don't Be Cruel,Elvis Presley,Elvis' Golden Records,122893,"['latin', 'reggaeton', 'trap latino']",1920
Wake up Little Susie,The Everly Brothers,The Very Best of The Everly Brothers,123520,"['dfw rap', 'melodic rap', 'rap']",1920
Handy Man,Jimmy Jones,Handy Man,124108,"['k-pop', 'k-pop boy group']",1920
Because They’re Young,Duane Eddy,Twangy Guitar,124507,"['canadian contemporary r&b', 'canadian pop', 'pop']",1920
Let's Think About Living,Bob Luman,Livin' Lovin' Sounds,124800,"['pop', 'pop rock']",1920
How High the Moon - Remastered,Les Paul & Mary Ford,How High the Moon (Remastered),125289,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",1920
(What A) Wonderful World - Remastered,Sam Cooke,The Wonderful World Of Sam Cooke (Remastered),125507,"['dance pop', 'pop', 'post-teen pop']",1920
Hearts of Stone,The Fontaine Sisters,Happy Days and Lonely Nights,125852,"['permanent wave', 'pop']",1920
Walk Don't Run,The Ventures,The Very Best Of The Ventures,126480,['electro house'],1920
Footsteps,Steve Lawrence,Footsteps,127018,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",1920
Heartbreak Hotel,Elvis Presley,Elvis' Golden Records,127560,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",1920
Go Jimmy Go,Jimmy Clanton,"Go, Jimmy, Go",128888,"['dance pop', 'pop', 'post-teen pop', 'r&b']",1920
The Big Hurt,Toni Fisher,The Big Hurt!,129106,"['british soul', 'pop', 'pop soul', 'uk pop']",1920
Good Timin,Jimmy Jones,Classic and Collectable - Jimmy Jones - Good Timin',129306,"['emo rap', 'miami hip hop']",1920
(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,Rock Around The Clock,129893,"['dance pop', 'pop', 'post-teen pop']",1920
Lonely Weekends,Charlie Rich,The Very Best of Charlie Rich - Lonely Weekends,130080,"['desi pop', 'filmi', 'modern bollywood']",1920
Cool Water,Sons of the Pioneers,Cool Water And Seventeen Timeless Western Favorites,131840,"['latin', 'reggaeton', 'reggaeton colombiano']",1920
It's Only Make Believe,Conway Twitty,Conway Twitty Sings,132027,"['dance pop', 'pop', 'uk pop']",1920
The Third Man Theme (The Harry Lime Theme) - Original Version,Anton Karas,"Anton Karas plays ""The Third Man Theme""",133520,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",1920
The Third Man Theme (The Harry Lime Theme) - Original Version,Anton Karas,"Anton Karas plays ""The Third Man Theme""",133520,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",1920
Love Letters In The Sand - Single Version,Pat Boone,Pat Boone's Greatest Hits (Reissue),134560,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",1920
Beatnik Fly,Johnny & The Hurricanes,Greatest Hits,134773,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",1920
Party Doll,Buddy Knox,Buddy Knox,135173,"['dance pop', 'electropop', 'pop', 'post-teen pop']",1920
The Thing,Phil Harris & His Orchestra,The Very Best of Phill Harris (Nostalgic Memories Volume 65),135227,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",1920
Tequila,The Champs,Greatest Hits / Tequila,135240,"['k-pop', 'k-pop girl group']",1920
Honeycomb,Various Artists,Rock'n Roll Is Back,135520,"['boy band', 'pop', 'post-teen pop', 'talent show']",1920
Swingin' School,Bobby Rydell,Greatest Hits,135560,"['glam metal', 'hard rock', 'rock']",1920
Lady Luck,Lloyd Price,Mr Personality,135853,"['modern rock', 'rock']",1920
Hound Dog,Elvis Presley,Elvis' Golden Records,136027,['sertanejo'],1920
Baby My Heart,The Crickets,That'll Be the Day,136046,"['dance pop', 'pop', 'post-teen pop']",1920
Forever,Various Artists,Music Enchanted Me,136373,"['dance pop', 'edm', 'pop', 'pop dance']",1920
Lonely Blue Boy,Conway Twitty,Here's Conway,136438,"['australian dance', 'australian pop', 'dance pop', 'pop']",1920
Walkin' My Baby Back Home,Various Artists,Top Hits Of The 1930s,136467,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1920
Jeepers Creepers,Various Artists,Top Hits Of The 1930s,137000,"['australian rock', 'hard rock', 'rock']",1920
Cry,Johnnie Ray,Vintage Vocal Jazz / Swing No. 101 - EP: Walking And Crying,137530,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",1920
The Purple People Eater,Sheb Wooley,The Purple People Eater,137960,"['pop', 'r&b', 'soul']",1920
Memories Are Made Of This,Dean Martin,"Hey, Brother Pour The Wine",138080,"['desi pop', 'filmi', 'modern bollywood']",1920
Cherry Pie,Skip & Flip,The Best of Skip & Flip,138267,"['dance pop', 'pop', 'post-teen pop']",1920
Diana,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,138360,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",1920
He'll Have to Go,Jim Reeves,The Essential Jim Reeves,138640,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",1920
Devil Or Angel,Bobby Vee,Essential,139440,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",1920
Stuck on You,Elvis Presley,The 50 Greatest Hits,139667,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",1920
Dreamin',Johnny Burnette,25 Greatest Hits,140160,"['dance pop', 'pop', 'post-teen pop']",1920
Cradle Of Love,Johnny Preston,Above The Clouds,140200,"['chicago rap', 'melodic rap']",1920
Wild One,Bobby Rydell,Wild One,141009,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",1920
The Old Lamplighter,The Browns,The Complete Pop & Country Hits,141120,"['rap', 'slap house']",1920
The Ballad of Davy Crockett,Bill Hayes,The Ballad of Davy Crockett,141410,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",1920
Please Help Me I'm Falling,Hank Locklin,RCA Country Legends,141467,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",1920
Mule Skinner Blues,The Fendermen,Mule Skinner Blues,142267,"['pop', 'pop rap', 'post-teen pop', 'rap']",1920
This Ole House - Single Version,Rosemary Clooney,The Essential Rosemary Clooney,142267,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",1920
Let the Little Girl Dance,Billy Bland,The Original Hit Recording - Let the Little Girl Dance,143099,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",1920
All I Have to Do Is Dream,The Everly Brothers,The Very Best of The Everly Brothers,143333,"['dance pop', 'pop', 'post-teen pop']",1920
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,143375,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",1920
Let Me Go Lover (with Jimmy Carroll & His Orchestra),Various Artists,16 Most Requested Songs Of The 1950s. Volume One,143400,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",1920
Beyond The Blue Horizon,Various Artists,Top Hits Of The 1930s,143800,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",1920
Sweet Nothin's,Brenda Lee,Classic Brenda Lee - The Universal Masters Collection,143827,"['sertanejo', 'sertanejo universitario']",1920
Cathy's Clown,The Everly Brothers,The Golden Hits Of The Everly Brothers,144013,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",1920
Mr. Sandman,The Chordettes,The Chordettes,144200,"['pop', 'post-teen pop']",1920
Theme from a Summer Place,Percy Faith,A Summer Place,144267,"['alternative r&b', 'pop']",1920
Fascinating Rhythm,George Gershwin,The Songs of George Gershwin,144827,"['chicago rap', 'rap']",1920
Brand New Key,Melanie,Beautiful People: The Greatest Hits of Melanie,144867,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",1920
Witch Doctor,Halloween All-Stars,Ultimate Kids Halloween Party Album,145360,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",1920
That's All You Gotta Do,Brenda Lee,"Ultimate Collection, Vol. 1",145480,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",1920
Only the Lonely,Roy Orbison,Sings Lonely and Blue,145533,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1920
Singing The Blues - Guy Mitchell,Compilation Les Années 50 : la légende américaine,Les Années 50 : la légende américaine,146006,"['sertanejo pop', 'sertanejo universitario']",1920
The Poor People Of Paris (Jean's Song) - Single Version,Les Baxter,Baxter's Best,146093,"['art pop', 'pop']",1920
Jailhouse Rock,Elvis Presley,Elvis' Golden Records,146480,"['bachata', 'latin', 'tropical']",1920
Young Love,Tab Hunter,Young Love,146492,"['alternative rock', 'grunge', 'permanent wave', 'rock']",1920
It's Time To Cry,Paul Anka et son orchestre,Diana,146733,"['dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop', 'talent show']",1920
Straighten Up And Fly Right,Nat King Cole Trio,The Complete Capitol Recordings Of The Nat King Cole Trio,146733,"['argentine hip hop', 'reggaeton', 'trap argentino', 'trap latino']",1920
Dippermouth Blues,Louis Armstrong,Louis Armstrong And King Oliver,146933,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']",1920
Little Bitty Girl,Bobby Rydell,Greatest Hits,146947,"['permanent wave', 'pop punk', 'punk']",1920
Volare,Bobby Rydell,Home in Your Arms,147547,"['sertanejo', 'sertanejo universitario']",1920
A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington,The Two Of Us,148227,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'post-teen pop']",1920
Mission Bell,Donnie Brooks,Mission Bell,148613,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",1920
I GOTCHA,Joe Tex,"The Very Best of, Volume 2.",148813,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",1920
I Need You Now - 2001 Remastered,Eddie Fisher,Greatest Hits,149093,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1920
I Saw Mommy Kissing Santa Claus,Various Artists,Christmas 16 Most Requested Songs,149493,"['melodic rap', 'philly rap', 'rap', 'trap']",1920
Step By Step,The Crests,Greatest Hits,149493,"['banda', 'corrido', 'norteno', 'regional mexican']",1920
(How Much Is That) Doggie In The Window,Patti Page,Golden Hits,149627,"['dance pop', 'pop', 'post-teen pop']",1920
Tin Roof Blues,New Orleans Rhythm Kings,Jazz Figures / New Orleans Rhythm Kings (1922-1935),149640,"['dance pop', 'pop']",1920
Among My Souvenirs,Connie Francis,The Collection,149867,"['baroque pop', 'emo', 'modern rock']",1920
Before The Next Teardrop Falls,Freddy Fender,Before The Next Teardrop Falls,149952,"['album rock', 'classic rock', 'hard rock', 'rock']",1920
Oh Ma-Ma,Various Artists,Top Hits Of The 1930s,150360,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",1920
Go Away Little Girl,Donny Osmond,"To You With Love, Donny",150600,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1920
Sandy,Various Artists,Totally Cool '60s: Lost Hits & Misses,150680,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1920
At The Hop,Danny & The Juniors,Rockin' With Danny And The Juniors (Expanded Edition),150867,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",1920
My Heart Has A Mind Of Its Own,Connie Francis,The Collection,150933,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1920
Swinging On A Star,Various Artists,Best Movie Songs Collection Vol 1,151133,"['album rock', 'classic rock', 'hard rock', 'rock']",1920
Let's Face The Music And Dance,Various Artists,Top Hits Of The 1930s,151133,"['british invasion', 'classic rock', 'rock']",1930
Walking The Floor Over You,Various Artists,Big Bad Country,151547,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",1930
Keep My Skillet Good And Greasy,Various Artists,Hooked On Country Classics Vol. 40,151667,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton', 'trap latino']",1930
South,Bennie Moten's Kansas City Orchestra,Moten Blues (Original Aufnahmen 1928 - 1929),152643,"['alt z', 'dance pop', 'electropop', 'pop']",1930
You Talk Too Much,Joe Jones,You Talk Too Much - The Best Of,152707,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1930
Too Much,Elvis Presley,Elvis' Golden Records,152787,"['electro house', 'pop nacional', 'slap house']",1930
Statesboro Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,152853,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",1930
Kiddio,Brook Benton,Brook Benton - The Best of Brook Benton,153104,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",1930
Round And Round - Remastered - 1992,Perry Como,Today & Yesterday,153307,"['atl hip hop', 'rap', 'trap']",1930
Way Down Yonder In New Orleans,Freddy Cannon,The A-Z Collection: Freddy Cannon,153360,['forro'],1930
King Porter Stomp,Jelly Roll Morton,Jelly Roll Morton 1923/24,153427,"['reggae', 'roots reggae']",1930
My Home Town,Paul Anka,His Big 15 Plus 2,153445,"['latin', 'latin pop', 'puerto rican pop', 'tropical']",1930
For Me And My Gal - Single Version,Judy Garland,Over The Rainbow – The Very Best of Judy Garland,153533,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",1930
The Twist,Chubby Checker,Cameo Parkway - The Best Of Chubby Checker (Original Hit Recordings) [International Version],153760,"['desi pop', 'filmi', 'modern bollywood']",1930
Heartaches By The Number,Guy Mitchell,Heartaches By The Number,153902,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",1930
Poor Little Fool - Remastered,Ricky Nelson,Ricky Nelson (Expanded Edition / Remastered),153933,"['glam metal', 'hard rock', 'rock']",1930
Let It Be Me,The Everly Brothers,Greatest and Original Hits,154000,"['east coast hip hop', 'hip hop', 'rap', 'trap']",1930
East Of The Sun (And West Of The Moon),Various Artists,Top Hits Of The 1930s,154200,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",1930
Lisbon Antigua - Remastered,Various Artists,Ultra-Lounge: Bottoms Up!,154307,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",1930
So Sad (To Watch Good Love Go Bad) - Remastered Version,The Everly Brothers,It's Everly Time,154400,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",1930
Poetry In Motion,Johnny Tillotson,25 All-Time Greatest Hits,154467,"['emo', 'modern rock', 'pop punk']",1930
Save the Last Dance for Me,The Drifters,Save the Last Dance for Me,154960,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'r&b']",1930
Chain Gang,Sam Cooke,Swing Low,155173,"['k-pop', 'k-pop girl group']",1930
Young Emotions - Remastered,Ricky Nelson,More Songs By Ricky / Rick Is 21,155200,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",1930
I'm Sorry,Brenda Lee,Greatest Hits,155427,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",1930
Donkey Serenade,Various Artists,Top Hits Of The 1930s,156000,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",1930
Canal Street Blues,King Oliver's Creole Jazz Band,Jazz Figures / King Oliver (1923 -1930),156293,"['pop nacional', 'sertanejo pop', 'sertanejo universitario']",1930
Swanee,Various Artists,"The Roaring 20s Year-By-Year: 1920 to 1929, The Number One Hits of the Decade",156347,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",1930
Image Of A Girl,Various Artists,Teen Idols Of The Past,156720,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",1930
Hey There,Rosemary Clooney,Everything's Coming Up Rosie,157227,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1930
The Wayward Wind,Gogi Grant,Gogi Grant,157280,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",1930
Why,Frankie Avalon,Beach Party,157520,"['colombian pop', 'reggaeton colombiano']",1930
Stringin the Blues,Joe Venuti & Eddie Lang,The Best,157584,"['irish rock', 'permanent wave', 'rock']",1930
Cold Cold Heart,Tony Bennett,60 Years: The Artistry of Tony Bennett,157600,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",1930
Paper Doll - Single Version,The Mills Brothers,All Time Greatest Hits,157600,"['pop', 'post-teen pop', 'talent show', 'uk pop']",1930
Where Or When,Dion & The Belmonts,The Best Of Dion & The Belmonts,157800,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",1930
Running Bear,Johnny Preston,Running Bear,157842,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",1930
I Can Dream Can't I?,The Andrews Sisters,My Greatest Songs,158000,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",1930
Sixteen Tons,Tennessee Ernie Ford,Vintage Collections,158307,"['k-pop', 'k-pop boy group']",1930
A Million to One,Jimmy Charles,A Million to One,158433,"['electro', 'filter house']",1930
Money (That's What I Want) - Single Version / Mono,Barrett Strong,The Collection,158493,"['emo rap', 'miami hip hop', 'rap', 'trap']",1930
Puttin' On The Ritz,Various Artists,Top Hits Of The 1930s,158773,"['boy band', 'latin', 'latin pop', 'reggaeton']",1930
I Love the Way You Love,Marv Johnson,Marv Johnson 25 Original Tracks (Remastered),158947,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",1930
A Tisket A Tasket,Various Artists,Top Hits Of The 1930s,158960,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",1930
It's All In The Game,Tommy Edwards,It’s All In The Game: The Best Of Tommy Edwards,159040,"['dance pop', 'pop', 'post-teen pop']",1930
New San Antonio Rose,Bob Wills & His Texas Playboys,American Roots Music (Remastered),159093,"['pop', 'uk pop']",1930
Top Hat White Tie And Tails,Various Artists,Top Hits Of The 1930s,159133,"['latin hip hop', 'mexican hip hop']",1930
Der Fuehrer's Face,Various Artists,Kickin' Hitler's Butt: Vintage Anti-Facist Songs 1940-1944,159453,"['funk carioca', 'funk ostentacao', 'funk pop']",1930
He'll Have to Stay,Jeanne Black,A Little Bit Lonely,159609,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",1930
Everybody's Somebody's Fool,Connie Francis,Rock N' Roll Legends (International Version),159613,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",1930
Stairway to Heaven - Remastered,Neil Sedaka,The Very Best Of Neil Sedaka,159773,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",1930
Ol' Man River,Paul Robeson,Paul Robeson,159800,"['edm', 'pop', 'pop dance', 'tropical house']",1930
If I Knew You Were Comin' I'd've Baked a Cake,Eileen Barton,If I Knew You Were Comin'...,159840,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",1930
White Silver Sands,Bill Blacks Combo,White Silver Sands,159843,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'tropical']",1930
I Want You I Need You I Love You,Elvis Presley,Elvis' Golden Records,159920,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1930
The Way You Look Tonight,Various Artists,Top Hits Of The 1930s,160067,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",1930
In My Little Corner Of The World,Anita Bryant,The Very Best Of,160080,"['alternative metal', 'nu metal', 'rap metal']",1930
I Will Move On Up A Little Higher - Part 1,Mahalia Jackson,The Essential Mahalia Jackson,160293,"['dance pop', 'pop', 'post-teen pop']",1930
Teen Angel,Mark Dinning,Teen Angel,160320,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",1930
Ko-Ko,Duke Ellington,The Essential Duke Ellington,160333,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'viral rap']",1930
Auf Wiederseh'n Sweetheart - 2017 Version,Vera Lynn,Vera Lynn 100,160347,"['british soul', 'neo soul']",1930
Your Feet's Too Big,Various Artists,Top Hits Of The 1930s,160440,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",1930
Me And My Girl,Various Artists,Top Hits Of The 1930s,160733,"['alternative metal', 'double drumming', 'nu metal', 'rap metal']",1930
Don't Let The Stars Get In Your Eyes,Perry Como,Pure Gold,160773,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']",1930
Nature Boy,Various Artists,100 Love Songs & Love Ballads - Classic Lovesongs from the Greatest Legends (Valentines Edition),161080,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",1930
April Love,Pat Boone,Pat Boone's Greatest Hits (Reissue),161200,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",1930
I Can't Be Satisfied,Various Artists,"The Best of Chess Records Original Artist Recordings Of Songs In The Film ""Cadillac Records""",161347,['alternative hip hop'],1930
"Love Me Tender - From the 20th Century-Fox CinemaScope Production ""Love Me Tender""",Elvis Presley,Elvis' Golden Records,161360,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",1930
Lost Highway,Hank Williams,Masterpieces: Hank Williams,161653,"['atl hip hop', 'atl trap', 'rap', 'trap']",1930
Alley Oop,The Hollywood Argyles,Alley Oop - The Very Best Of,161733,"['bolero', 'latin', 'latin pop']",1930
Dancing Machine,The Jackson 5,Dancing Machine,161813,"['emo rap', 'lgbtq+ hip hop']",1930
Foggy Mountain Breakdown,Lester Flatt & Earl Scruggs And The Stanley Brothers,Lester Flatt & Earl Scruggs And The Stanley Brothers Selected Sides 1947 - 1953,161947,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",1930
Let Yourself Go,Various Artists,Top Hits Of The 1930s,162093,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",1930
Whistle While You Work,Various Artists,Top Hits Of The 1930s,162133,"['dance pop', 'pop', 'post-teen pop']",1930
Burning Bridges,Jack Scott,Burning Bridges,162333,"['baton rouge rap', 'trap']",1930
Little Star,The Elegants,Greatest Doo Wop Masters,162533,"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",1930
Take Me Back To Tulsa,Various Artists,The Best Of Bob Dylan's Theme Time Radio Hour Vol 2,162640,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",1930
I'm An Old Cowhand (From The Rio Grande),Various Artists,Top Hits Of The 1930s,162800,"['dance pop', 'pop', 'urban contemporary']",1930
Good Rockin' Tonight,Various Artists,Ancestors of Rock'n Roll,163227,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",1930
Crazy Little Thing Called Love,Queen,The Game,163427,"['australian pop', 'dance pop', 'edm', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",1930
Deep In the Heart of Texas,Gene Autry,The Essential Gene Autry,163560,"['dance pop', 'pop', 'urban contemporary']",1930
In a Mist,Bix Beiderbecke,"Bix Beiderbecke, Volume I: Singin' The Blues",163733,"['north carolina hip hop', 'rap']",1930
Groovin' High,Dizzy Gillespie,Groovin' High,163907,"['brazilian hip hop', 'rap df', 'trap brasileiro']",1930
Puppy Love - Remix,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,164000,"['pop punk', 'punk', 'socal pop punk']",1930
Caldonia,Louis Jordan & His Tympany Five,Jukebox Hits Volume 1 1942-1947,164053,['emo rap'],1930
Chicken Shack Boogie - Rerecorded,Amos Milburn,The Very Best of Amos Milburn,164119,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",1930
Candy Man Blues,Mississippi John Hurt,Avalon Blues - The Complete 1928 OKeh Recordings,164362,"['desi pop', 'modern bollywood']",1930
You Couldn't Be Cuter,Various Artists,Top Hits Of The 1930s,164440,"['modern rock', 'permanent wave', 'rock']",1930
Move It On Over,Hank Williams,Complete Singles A's & B's 1946-1949,164480,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'tropical']",1930
Waiting for a Train,Jimmie Rodgers,Essential Jimmie Rodgers,164547,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1930
Trouble in Mind,"Bertha ""Chippie"" Hill",1920’s Vintage Jazz & Blues,164573,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",1930
As time goes by - Complete vocal by Dooley Wilson,Max Steiner,Casablanca,164600,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1930
Make Love To Me,Various Artists,Over the Rainbow - Crooners and Divas,164728,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1930
One Bad Apple,The Osmonds,Osmonds,164973,"['contemporary country', 'country', 'country road']",1930
Boogie Woogie Bugle Boy,The Andrews Sisters,Boogie Woogie Bugle Boy,165000,"['alt z', 'dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",1930
Jole Blon,Harry Choates,Jole Blon: The Original Cajun Fiddle of Harry Choates,165027,"['dance pop', 'electropop', 'pop', 'post-teen pop']",1930
Choo Choo Ch' Boogie,Louis Jordan & His Tympany Five,Jukebox Hits Volume 1 1942-1947,165053,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",1930
Mule Skinner Blues,Bill Monroe,This is Bill Monroe,165067,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1930
Nice Work If You Can Get It,Various Artists,Top Hits Of The 1930s,165200,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",1930
Lovesick Blues - Single Version,Hank Williams,40 Greatest Hits,165240,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",1930
