track_name,artist,album,duration_ms,genres,year
You Light Up My Life,Debby Boone,You Light Up My Life,216287,['dance pop'],1980
Girlfriend,Avril Lavigne,The Best Damn Thing (Expanded Edition),216600,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",1980
Georgia On My Mind,Ray Charles,Georgia On My Mind,216613,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",1980
50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,217347,"['italian hip hop', 'italian pop', 'milan indie', 'rap tunisien']",1980
Three Times A Lady,Commodores,All The Great Love Songs,217427,"['contemporary country', 'country', 'country dawn', 'country road']",1980
Undercover Angel,Various Artists,Yacht Rock,217440,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",1980
These Foolish Things,Various Artists,Top Hits Of The 1930s,217533,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1980
Nel blu dipinto di blu' (Volare),Various Artists,Italian Hits,217574,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",1980
Alone Again (Naturally),Gilbert O'Sullivan,Back to Front,217729,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",1980
Don't Leave Me This Way,Thelma Houston,The Best Of,217733,"['brazilian reggae', 'brazilian rock', 'reggae tuga']",1980
Centerfold,The J. Geils Band,Best Of The J. Geils Band,218027,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",1980
Gipsy Moon,Various Artists,Top Hits Of The 1930s,218533,"['basshall', 'francoton']",1980
Temperature,Sean Paul,The Trinity,218573,"['latin talent show', 'mariachi', 'ranchera']",1980
Like a Virgin,Madonna,Like a Virgin (Reissue),218627,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",1980
Alone,Heart,Bad Animals,218733,"['funk 150 bpm', 'funk carioca']",1980
She Ain't Worth It,Glenn Medeiros,Glenn Medeiros,218840,"['latin', 'reggaeton', 'trap latino']",1980
Hurts So Good,John Mellencamp,American Fool,218960,"['brazilian rock', 'folk brasileiro', 'mpb', 'nova mpb']",1980
My Blue Heaven,Various Artists,Empire Boardwalk Jazz & Blues,219000,"['latin', 'latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",1980
Save The Best For Last,Vanessa Williams,The Best Of Vanessa Williams 20th Century Masters The Millennium Collection,219133,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1980
Shake It Off,Taylor Swift,1989 (Deluxe),219200,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",1980
I'm Gonna Sit Right Down And Write Myself A Letter,Various Artists,Top Hits Of The 1930s,219240,"['arab pop', 'belly dance', 'egyptian pop', 'persian pop', 'rif']",1980
Gangnam Style,PSY,Gangnam Style,219493,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",1980
One More Night,Maroon 5,Overexposed Track By Track,219547,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1980
Secret Love,Doris Day,Calamity Jane,219600,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1980
Moonglow,Various Artists,Top Hits Of The 1930s,219800,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1980
Alone,Various Artists,Top Hits Of The 1930s,220160,"['celtic metal', 'medieval rock', 'rock en espanol', 'spanish folk metal', 'spanish metal']",1980
Hot N Cold,Katy Perry,One Of The Boys,220227,"['mexican hip hop', 'trap mexicano']",1980
Best of My Love,The Emotions,Rejoice,220560,"['classic bollywood', 'desi pop', 'filmi', 'sufi']",1980
Rock with You - Single Version,Michael Jackson,Off the Wall,220627,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",1980
Footloose,Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",220707,"['argentine rock', 'argentine telepop', 'folklore argentino', 'pop argentino']",1980
Ebony And Ivory,Paul McCartney,All The Best,220773,"['contemporary country', 'country', 'country road', 'modern country rock']",1980
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,Raymond v Raymond (Expanded Edition),220800,"['canadian contemporary r&b', 'pop', 'r&b']",1980
Independent Women Pt. 1,Destiny's Child,Survivor,221133,"['alt z', 'electropop', 'pop']",1980
Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),221360,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",1980
Would You Like to Take a Walk?,Various Artists,Top Hits Of The 1930s,221533,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'progressive house']",1980
Crank That (Soulja Boy),Soulja Boy,souljaboytellem.com,221933,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1980
Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),221947,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1980
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),222093,"['colombian pop', 'latin', 'vallenato', 'vallenato moderno']",1980
Down Under,Men At Work,Business As Usual,222320,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera']",1980
Summer,Calvin Harris,Motion,222533,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'power metal', 'rock']",1980
Goodies (feat. Petey Pablo),Ciara,Goodies,223000,"['k-pop', 'k-pop boy group']",1980
Price Tag,Jessie J,Who You Are (Platinum Edition),223053,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",1980
Grenade,Bruno Mars,Doo-Wops & Hooligans,223253,"['latin', 'latin pop', 'latin viral pop', 'mexican pop', 'pop']",1980
My Boo,Usher,Confessions (Expanded Edition),223440,"['modern rock', 'pop punk', 'post-teen pop']",1980
Roar,Katy Perry,PRISM (Deluxe),223546,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1980
Tha Crossroads,Bone Thugs-N-Harmony,E.Eternal 1999,223547,"['pop', 'pop rap', 'social media pop', 'trap queen', 'viral rap']",1980
How You Remind Me,Nickelback,Silver Side Up,223840,"['dance pop', 'pop', 'post-teen pop', 'social media pop']",1980
Crazy for You,Madonna,Celebration (double disc version),224320,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",1980
Whistle,Flo Rida,Wild Ones,224653,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1980
Rude,MAGIC!,Don't Kill the Magic,224840,['opm'],1980
Diamonds,Rihanna,Unapologetic (Deluxe),225147,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",1980
I Just Want To Be Your Everything,Andy Gibb,Flowing Rivers,225667,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",1980
Delicado,Percy Faith,The Minute Samba,226326,"['alternative metal', 'death metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",1980
Delicado,Percy Faith,The Minute Samba,226326,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']",1980
What's Love Got to Do with It,Tina Turner,What's Love Got to Do with It?,226880,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk alternative pop']",1980
Again,Janet Jackson,Janet,227133,"['spanish pop', 'spanish pop rock']",1980
How Do You Talk To An Angel?,The Heights,The Heights,227267,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",1980
All I Do Is Win (feat. T-Pain Ludacris Snoop Dogg & Rick Ross),DJ Khaled,Victory,227293,"['latin pop', 'pop argentino']",1980
Foolish,Ashanti,Ashanti,227387,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",1980
It Wasn't Me,Shaggy,The Boombastic Collection - Best of Shaggy,227547,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1980
Teenage Dream,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,227760,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",1980
Irreplaceable,Beyoncé,B'Day Deluxe Edition,227853,"['alabama rap', 'pop rap', 'rap', 'trap', 'vapor trap', 'viral rap']",1980
Firework,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,227880,"['german soundtrack', 'soundtrack']",1980
Buy U a Drank (Shawty Snappin'),T-Pain,Epiphany,227960,"['funk carioca', 'funk das antigas', 'funk ostentacao', 'funk pop']",1980
Bette Davis Eyes,Kim Carnes,Mistaken Identity,228000,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1980
Just My Imagination (Running Away With Me),The Temptations,Sky's The Limit,228160,"['corrido', 'norteno', 'regional mexican']",1980
Hot In Herre,Nelly,Nellyville,228240,"['filmi', 'tollywood']",1980
Love Takes Time,Mariah Carey,#1 to Infinity,228267,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",1980
If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,228707,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",1980
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),229526,"['contemporary country', 'country', 'country road', 'modern country rock']",1980
Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,Jennifer Lopez,J To Tha L-O! The Remixes,229800,"['album rock', 'blues rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",1980
Run It! (feat. Juelz Santana),Chris Brown,Chris Brown (Expanded Edition),229867,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",1980
Love Is Alive,Gary Wright,The Dream Weaver,230107,"['funk carioca', 'funk ostentacao', 'funk paulista']",1980
Let Me Blow Ya Mind,Eve,Scorpion,230133,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",1980
Let It Be - Remastered 2015,The Beatles,1 (Remastered),230440,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1980
When a Man Loves a Woman,Michael Bolton,The Essential Michael Bolton,230493,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",1980
Please Don't Go - Single Version,KC & The Sunshine Band,Do You Wanna Go Party,230533,"['contemporary country', 'country', 'country road', 'country rock']",1980
Last Friday Night (T.G.I.F.),Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,230747,['mexican pop'],1980
Animals,Maroon 5,V (Deluxe),231013,"['indie rock', 'modern alternative rock', 'modern rock', 'punk blues', 'rock']",1980
Harden My Heart,Quarterflash,Harden My Heart: The Best Of Quarterflash,231160,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",1980
Payphone,Maroon 5,Overexposed Track By Track,231173,"['k-pop', 'k-pop girl group']",1980
Burn,Ellie Goulding,Halcyon Days,231212,"['bedroom pop', 'pop']",1980
Low (feat. T-Pain),Flo Rida,Mail on Sunday,231400,"['latin', 'latin afrobeat', 'latin alternative', 'latin hip hop', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol', 'tropical']",1980
Torn Between Two Lovers,Mary MacGregor,Just Mary,231732,['turkish hip hop'],1980
Blank Space,Taylor Swift,1989 (Deluxe),231827,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1980
Woman in Love,Barbra Streisand,Guilty,231840,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",1980
Coming Up - Remastered 2011,Paul McCartney,McCartney II (Special Edition),231880,"['indonesian folk', 'indonesian indie', 'indonesian pop']",1980
Burn,Usher,Confessions (Expanded Edition),231933,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",1980
Hey There Delilah,Plain White T's,All That We Needed,232533,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']",1980
"Happy - From ""Despicable Me 2""",Pharrell Williams,G I R L,232720,"['modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp pop']",1980
Dreamlover,Mariah Carey,Music Box,232960,"['irish rock', 'pop rock']",1990
It's Too Late,Carole King,Tapestry,233173,"['azeri rap', 'turkish hip hop']",1990
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,233478,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",1990
Bad Day,Daniel Powter,Daniel Powter,233640,"['latin viral pop', 'reggaeton mexicano']",1990
Love Yourself,Justin Bieber,Purpose (Deluxe),233720,"['funk carioca', 'funk ostentacao', 'funk paulista']",1990
Kryptonite,3 Doors Down,The Better Life,233933,"['banda', 'corrido', 'ranchera', 'regional mexican']",1990
The Way You Move (feat. Sleepy Brown),OutKast,Speakerboxxx/The Love Below,234000,"['cali rap', 'dfw rap', 'meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",1990
The Power Of Love,Huey Lewis & The News,Greatest Hits: Huey Lewis And The News,234333,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",1990
Arthur's Theme (Best That You Can Do),Various Artists,Arthur - The Album [Original Soundtrack],234493,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1990
Lady,Kenny Rogers,Very Best Of Kenny Rogers,234533,"['argentine rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol', 'ska argentino']",1990
Got My Mind Set On You - Remastered 2004,George Harrison,Cloud Nine,234653,"['neo mellow', 'pop', 'pop rock']",1990
California Gurls,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,234653,"['disco', 'new wave pop', 'soft rock']",1990
Hey Ya! - Radio Mix,OutKast,Speakerboxxx/The Love Below,235213,"['bmore', 'dance pop', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",1990
Love Story,Taylor Swift,Fearless,235267,"['british soul', 'neo soul', 'sophisti-pop']",1990
Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,235440,"['adult standards', 'mellow gold', 'soft rock']",1990
Only Girl (In The World),Rihanna,Loud,235493,"['classical', 'early romantic era', 'polish classical']",1990
Sugar,Maroon 5,V,235493,"['adoracao', 'brazilian gospel']",1990
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,The Heist,235613,"['turkish hip hop', 'turkish trap']",1990
Say Say Say - Remastered 2015,Paul McCartney,Pipes Of Peace,235693,['indonesian pop'],1990
(Can't Live Without Your) Love And Affection,Nelson,After The Rain,236000,"['adoracao', 'brazilian gospel']",1990
Crazy In Love (feat. Jay-Z),Beyoncé,Dangerously In Love,236133,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino', 'tropical']",1990
I'll Make Love To You,Boyz II Men,II,236773,"['k-pop', 'k-pop girl group']",1990
Don't You Want Me,The Human League,Dare!,236920,"['j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'visual kei']",1990
Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,A Night on the Town (Deluxe Edition),237120,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",1990
Poker Face,Lady Gaga,The Fame,237200,"['anadolu rock', 'karadeniz turkuleri', 'turkish alternative', 'turkish alternative rock', 'turkish rock']",1990
Unwell - 2007 Remaster,Matchbox Twenty,Exile on Mainstream,237267,"['j-pop', 'j-rock']",1990
I'll Be There,The Jackson 5,Third Album,237760,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'social media pop', 'talent show', 'viral pop']",1990
How Can You Mend A Broken Heart,Bee Gees,Trafalgar,237827,"['folk-pop', 'modern rock', 'pop', 'pop rock']",1990
Mama,Connie Francis,Sings Italian Favorites,237867,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1990
(Just Like) Starting Over - Remastered 2010,John Lennon,Gimme Some Truth,238000,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1990
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,238627,"['latin', 'latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'tropical']",1990
Here Without You,3 Doors Down,Away From The Sun,238733,"['filmi', 'kollywood', 'tamil pop']",1990
Another Brick in the Wall Pt. 2,Pink Floyd,The Wall,238747,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'pop punk', 'punk']",1990
This Is How We Do It,Montell Jordan,This Is How We Do It,238800,"['italian adult pop', 'italian pop']",1990
Funkytown,Various Artists,Casablanca Records Greatest Hits,239227,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",1990
Jump,Van Halen,Best of Volume 1,239560,"['francoton', 'french hip hop', 'pop urbaine', 'rap algerien', 'rap tunisien']",1990
Pumped Up Kicks,Foster The People,Torches,239600,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']",1990
Look Away,Chicago,Love Songs,240653,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol', 'spanish rock']",1990
Ghostbusters,Ray Parker Jr.,Arista Heritage Series: Ray Parker,240800,"['album rock', 'glam metal', 'hard rock', 'rock']",1990
Say You Say Me,Lionel Richie,Dancing On The Ceiling,241067,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'pop punk', 'uk metalcore', 'welsh metal']",1990
Ain't Misbehavin,Fats Waller,1934-1943 - Ain't Misbehavin,241427,"['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",1990
Oh Lady Be Good,Ella Fitzgerald,Ella Fitzgerald Sings The George And Ira Gershwin Song Book (Expanded Edition),241533,"['latin christian', 'rock cristiano']",1990
Take Me To Church,Hozier,Hozier,241688,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1990
(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,Anytime... Anywhere,241720,"['desi pop', 'modern bollywood']",1990
Gangsta's Paradise (feat. L.V.),Coolio,Gangsta's Paradise (US Release),241933,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']",1990
Just Dance,Lady Gaga,The Fame,241933,"['k-pop', 'k-rap']",1990
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,242187,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1990
Promiscuous,Nelly Furtado,Loose,242200,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",1990
The Hills,The Weeknd,Beauty Behind The Madness,242253,"['spanish hip hop', 'spanish pop']",1990
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,242373,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",1990
SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,242733,['turkish pop'],1990
Just Give Me a Reason (feat. Nate Ruess),P!nk,The Truth About Love,242733,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",1990
Bailando - Spanish Version,Enrique Iglesias,SEX AND LOVE (Deluxe Edition),243387,"['banda', 'corrido', 'mariachi', 'ranchera', 'regional mexican']",1990
Fantasy,Mariah Carey,Daydream,243493,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",1990
S&M,Rihanna,Loud,243533,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",1990
Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,Gonna Make You Sweat,243693,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'relaxative', 'trap latino', 'tropical']",1990
Eye of the Tiger,Survivor,Eye Of The Tiger,243773,"['opm', 'pinoy reggae', 'pinoy rock']",1990
Coming Out of the Dark,Gloria Estefan,The Very Best Of Gloria Estefan (English Version),243933,"['c-pop', 'mandopop', 'taiwan pop', 'zhongguo feng']",1990
Complicated,Avril Lavigne,Let Go,244507,"['dangdut', 'dangdut koplo', 'dangdut remix', 'javanese dangdut', 'lagu jawa']",1990
What A Feeling,Irene Cara,What A Feeling,244533,"['k-pop', 'k-pop boy group']",1990
Baby Boy (feat. Sean Paul),Beyoncé,Dangerously In Love,244827,"['desi pop', 'modern bollywood']",1990
I'll Be Your Everything,Tommy Page,Paintings In My Mind,244840,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",1990
Somebody That I Used To Know,Gotye,Making Mirrors,244885,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",1990
Titanium (feat. Sia),David Guetta,Nothing but the Beat (Ultimate Edition),245040,['australian pop'],1990
Always On Time,Ja Rule,Pain Is Love,245133,"['turkce drill', 'turkish hip hop', 'turkish trap']",1990
How Deep Is Your Love,Bee Gees,Greatest,245200,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']",1990
Shake You Down,Gregory Abbott,Shake You Down (Expanded Edition),245413,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",1990
Upside Down,Diana Ross,Diana,245600,"['corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",1990
Love's Theme,The Love Unlimited Orchestra,Rhapsody In White (Reissue),246267,['indonesian pop'],1990
Someday,Mariah Carey,Greatest Hits,246707,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",1990
Romantic,Karyn White,Ritual Of Love,247160,"['grime', 'uk hip hop']",1990
Separate Lives (Love Theme from White Nights),Various Artists,White Nights [Original Motion Picture Soundtrack],247347,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",1990
Lean Back,Terror Squad,True Story,247427,"['bow pop', 'compositional ambient', 'neo-classical']",1990
Wake Me Up,Avicii,TRUE,247427,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera']",1990
My Love - 2018 Remaster,Wings,Red Rose Speedway,247733,"['pop', 'r&b']",1990
U Got It Bad,Usher,8701,247840,"['indie cafe pop', 'irish pop', 'modern rock', 'pop', 'pop rock', 'shiver pop']",1990
Work Bitch,Britney Spears,Britney Jean (Deluxe Version),247960,"['latin alternative', 'latin rock', 'mexican rock', 'nu-cumbia', 'rock en espanol', 'rock urbano mexicano']",1990
Emotions,Mariah Carey,Emotions,248093,"['turkish hip hop', 'turkish trap pop']",1990
Reason To Believe,Rod Stewart,The Definitive Collection - 1969-1978,248920,['rap df'],1990
Livin' On A Prayer,Bon Jovi,Slippery When Wet,249293,"['francoton', 'french hip hop', 'french pop', 'rap marseille']",1990
Islands In the Stream,Dolly Parton,Ultimate Dolly Parton,249293,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1990
Whatever You Like,T.I.,Paper Trail,249533,"['permanent wave', 'pop rock', 'rock']",1990
Straight Up,Paula Abdul,Forever Your Girl,250032,"['dance pop', 'europop', 'girl group', 'pop', 'pop rock']",1990
I Knew I Loved You,Savage Garden,Affirmation,250360,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",1990
Yeah! (feat. Lil Jon & Ludacris),Usher,Confessions (Expanded Edition),250373,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",1990
A Whole New World (Aladdin's Theme),Various Artists,Aladdin (Original Motion Picture Soundtrack),250400,"['bolero', 'cancion melodica', 'latin', 'latin pop', 'ranchera']",1990
Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,Here Comes The Hotstepper,250467,"['dark trap', 'melodic rap', 'meme rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",1990
Breathe,Faith Hill,Breathe,250547,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",1990
We Are Young (feat. Janelle Monáe),fun.,Some Nights,250627,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",1990
Kiss Kiss,Chris Brown,Exclusive (Expanded Edition),250667,"['latin', 'latin hip hop', 'latin pop', 'panamanian pop', 'pop reggaeton', 'reggaeton', 'trap latino', 'tropical']",1990
Right Thurr,Chingy,Jackpot,250747,"['contemporary country', 'country', 'pop']",1990
Hello,Lionel Richie,Can't Slow Down,251107,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1990
All The Man That I Need,Whitney Houston,I'm Your Baby Tonight,251427,"['latin', 'latin pop', 'mariachi', 'ranchera']",1990
Boom Boom Pow,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),251440,"['classic italian pop', 'italian adult pop']",1990
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),251489,"['brazilian rock', 'mpb', 'pop rock brasileiro', 'rock brasiliense', 'rock nacional brasileiro']",1990
Give Me Everything (feat. Ne-Yo Afrojack & Nayer),Pitbull,Planet Pit (Deluxe Version),252307,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",1990
Miss You Much,Janet Jackson,Rhythm Nation 1814,252333,"['neo mellow', 'piano rock', 'pop rock', 'rock']",1990
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),252534,"['hard rock', 'rock']",1990
Let Her Go,Passenger,All The Little Lights,252867,"['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'rock']",1990
I'm Real - Murder Remix,Ja Rule,Pain Is Love,252933,"['chicago rap', 'drill', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",1990
Party All the Time,Eddie Murphy,How Could It Be,253293,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",2000
I Don't Have the Heart,James Ingram,It's Real,253507,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",2000
No One,Alicia Keys,As I Am (Expanded Edition),253813,"['brazilian rock', 'mpb', 'pop rock brasileiro']",2000
Every Breath You Take,The Police,Synchronicity (Remastered 2003),253920,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",2000
How Am I Supposed to Live Without You,Michael Bolton,The Essential Michael Bolton,253987,"['latin', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']",2000
Jack & Diane,John Mellencamp,American Fool,254493,"['contemporary country', 'country', 'country road', 'modern country rock']",2000
Latch,Disclosure,Settle (Deluxe Version),255632,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",2000
